"Points:0","Points:1","Points:2","T","T.liquid","T.vapor","U:0","U:1","U:2","alpha.liquid","alpha.liquid_0","alpha.vapor","alphas","dgdt.liquid","dgdt.vapor","p","p_rgh","rho"
0.5,0.146661,0.005,299.419,299.419,299.419,0.00823265,-8.05664e-05,0,0,0,1,1,0,-1.73792e-05,101325,101325,0.732617
0.5,0.146661,0,299.419,299.419,299.419,0.00823265,-8.05664e-05,0,0,0,1,1,0,-1.73792e-05,101325,101325,0.732617
0.5,0.148327,0.005,299.419,299.419,299.419,0.00789725,-6.94697e-05,0,0,0,1,1,0,-1.5646e-05,101325,101325,0.732618
0.5,0.148327,0,299.419,299.419,299.419,0.00789725,-6.94697e-05,0,0,0,1,1,0,-1.5646e-05,101325,101325,0.732618
0.5,0.149994,0.005,299.418,299.418,299.418,0.00749738,-5.88742e-05,0,0,0,1,1,0,-1.37362e-05,101325,101325,0.732619
0.5,0.149994,0,299.418,299.418,299.418,0.00749738,-5.88742e-05,0,0,0,1,1,0,-1.37362e-05,101325,101325,0.732619
0.5,0.151661,0.005,299.418,299.418,299.418,0.00703324,-4.88687e-05,0,0,0,1,1,0,-1.16561e-05,101325,101325,0.73262
0.5,0.151661,0,299.418,299.418,299.418,0.00703324,-4.88687e-05,0,0,0,1,1,0,-1.16561e-05,101325,101325,0.73262
0.5,0.153327,0.005,299.418,299.418,299.418,0.006505,-3.95419e-05,0,0,0,1,1,0,-9.40578e-06,101325,101325,0.732619
0.5,0.153327,0,299.418,299.418,299.418,0.006505,-3.95419e-05,0,0,0,1,1,0,-9.40578e-06,101325,101325,0.732619
0.5,0.154994,0.005,299.419,299.419,299.419,0.00591288,-3.09828e-05,0,0,0,1,1,0,-6.9839e-06,101325,101325,0.732619
0.5,0.154994,0,299.419,299.419,299.419,0.00591288,-3.09828e-05,0,0,0,1,1,0,-6.9839e-06,101325,101325,0.732619
0.5,0.15666,0.005,299.419,299.419,299.419,0.00525711,-2.32802e-05,0,0,0,1,1,0,-4.3943e-06,101325,101325,0.732618
0.5,0.15666,0,299.419,299.419,299.419,0.00525711,-2.32802e-05,0,0,0,1,1,0,-4.3943e-06,101325,101325,0.732618
0.5,0.158327,0.005,299.419,299.419,299.419,0.00453792,-1.65229e-05,0,0,0,1,1,0,-1.64116e-06,101325,101325,0.732616
0.5,0.158327,0,299.419,299.419,299.419,0.00453792,-1.65229e-05,0,0,0,1,1,0,-1.64116e-06,101325,101325,0.732616
0.5,0.159994,0.005,299.42,299.42,299.42,0.00375557,-1.0798e-05,0,0,0,1,1,0,1.276e-06,101325,101325,0.732615
0.5,0.159994,0,299.42,299.42,299.42,0.00375557,-1.0798e-05,0,0,0,1,1,0,1.276e-06,101325,101325,0.732615
0.5,0.16166,0.005,299.421,299.421,299.421,0.00291033,-6.19319e-06,0,0,0,1,1,0,4.35201e-06,101325,101325,0.732614
0.5,0.16166,0,299.421,299.421,299.421,0.00291033,-6.19319e-06,0,0,0,1,1,0,4.35201e-06,101325,101325,0.732614
0.5,0.163327,0.005,299.421,299.421,299.421,0.00200246,-2.81795e-06,0,0,0,1,1,0,7.58412e-06,101325,101325,0.732613
0.5,0.163327,0,299.421,299.421,299.421,0.00200246,-2.81795e-06,0,0,0,1,1,0,7.58412e-06,101325,101325,0.732613
0.5,0.164993,0.005,299.421,299.421,299.421,0.00103225,-7.59747e-07,0,0,0,1,1,0,1.09684e-05,101325,101325,0.732612
0.5,0.164993,0,299.421,299.421,299.421,0.00103225,-7.59747e-07,0,0,0,1,1,0,1.09684e-05,101325,101325,0.732612
0.5,0.16666,0.005,299.421,299.421,299.421,0.000531969,-6.54466e-08,0,0,0,1,1,0,1.27022e-05,101325,101325,0.732614
0.5,0.16666,0,299.421,299.421,299.421,0.000531969,-6.54466e-08,0,0,0,1,1,0,1.27022e-05,101325,101325,0.732614
