"Vertical Plane: Position[Y] (m)","Vertical Plane: u*"
0.01190428570319893,0.032685799253130025
0.035712857109596874,0.09354635484423116
0.059521428283173555,0.15004229022980226
0.08332999968631069,0.20207502860865217
0.10713857132552998,0.24995372657657433
0.13094714273518882,0.29297946455627205
0.1547557139087655,0.3309395889965216
0.1785642853040768,0.36468167853383227
0.20237285694329618,0.39430084913000585
0.22618142836078084,0.4187109889815143
0.24998999953435744,0.4383919780292881
0.273798570980726,0.4533205043356467
0.2976071427363559,0.4628561176927694
0.32141571410278325,0.4682192875956637
0.3452242851599492,0.46878523255308
0.3690328565663472,0.46516094699660354
0.39329015504359044,0.4559246703851938
0.41709872644998836,0.4412759842119924
0.44045857078554096,0.4229417789678971
0.4642671421919391,0.3999620458949712
0.48807571406397976,0.37161383744372223
0.511884285703199,0.3384591235982561
0.5356928571095969,0.3001225602903757
0.5595014282831736,0.2574505339229196
0.5833099996863107,0.2100229877194677
0.60711857132553,0.15805537786968527
0.6309271427351888,0.10110391455511887
0.6547357139087655,0.03946057829156115
0.6785442853040767,-0.026846708635681896
0.7023528569432959,-0.09778700677226282
0.7261614283607807,-0.17332752551111483
0.7499699995343573,-0.25343371671035164
0.7737785709807259,-0.33806978128567633
0.7975871427363559,-0.42656331587801577
0.821395714102783,-0.5200104431745017
0.8452042851599488,-0.61878740852943
0.8690128565663473,-0.7211727617580227
0.8932701550435906,-0.8299159574024695
0.9170787264499883,-0.9411226193186595
0.9404385707855412,-1.0542745949176826
0.9642471421919392,-1.173851530935069
0.9880557140639796,-1.290022731662587
1.011864285703199,-1.2884893110561366
1.0356728571095972,-1.1699924266424444
1.0594814282831735,-1.0524732210590748
1.0832899996863103,-0.9392442161649436
1.1070985713255301,-0.8314990439214119
1.130907142735189,-0.7267295607085399
1.1547157139087654,-0.6262993241438297
1.1785242853040765,-0.5302271636607128
1.202332856943296,-0.4385333924826043
1.2261414283607808,-0.35123945926546435
1.2499499995343575,-0.26836747013553053
1.2737585709807262,-0.18971842793928806
1.297567142736356,-0.11586633878624247
1.321375714102783,-0.04649673469333954
1.3451842851599491,0.018369400045544982
1.3689928565663472,0.07888052546869415
1.39325015504359,0.13580972793605553
1.417058726449988,0.18694507087321874
1.4404185707855408,0.23278573353944457
1.464227142191939,0.2749054094580181
1.48803571406398,0.31240989004572234
1.5118442857031988,0.34528752420294695
1.5356528571095966,0.37294664263496535
1.5594614282831736,0.3965114073614279
1.5832699996863107,0.4154327876654422
1.6070785713255296,0.43036545000609977
1.6308871427351888,0.4400038120084045
1.654695713908765,0.44498772364603567
1.6785042853040766,0.4453223570083892
1.7023128569432964,0.44101101149523547
1.7261214283607809,0.43206097642628194
1.7499299995343578,0.4184818755849255
1.7737385709807258,0.399677945504471
1.7975471427363554,0.37691180683112735
1.8213557141027836,0.3495648646724008
1.8451642851599492,0.31765506765508694
1.8689728569418138,0.2816330325071897
1.8930641404860236,0.24010980706407622
1.9168727117501843,0.1944616957894048
1.9403985715216712,0.14503395144210238
1.9642071429076737,0.09055778650435921
1.988015714276814,0.03165417679367529
