"Isosurface: Direction [1,0,0] (m)","Isosurface: Position[Y] (m)"
0.0,1.0482796347757513
9.090909033951099E-4,1.0482711933952467
0.0027272727348334035,1.0482324367536986
0.004545454539107907,1.0481532609475914
0.006363636347877401,1.048034191898183
0.008181818182473474,1.0478790348981275
0.010000000005857268,1.047692171981686
0.010964350896272642,1.0475837001868755
0.011873441799853338,1.0474655311593204
0.013636363642524626,1.0472304956618759
0.015454545451231372,1.0469959009704082
0.017272727266727482,1.0467762879663711
0.019090909093224515,1.046594278785168
0.020909090919002775,1.0464602033413253
0.0227272727289265,1.0463786913253286
0.024545454540342855,1.0463498538262472
0.026363636363435826,1.0463719113974932
0.02818181818573237,1.046471548344513
0.030000000005020226,1.0466310575187874
0.03181818182174337,1.0468171570875586
0.033636363637423006,1.047007199455744
0.035454545453175015,1.0471957292567402
0.03727272727564984,1.0473809432978425
0.03870638181195961,1.0475242384254606
0.03961547272389315,1.0476157863500006
0.04090909090634488,1.0477408826936743
0.04272727272394493,1.047913993898303
0.044545454549524036,1.048082741275472
0.046363636381539106,1.0482473168611546
0.04818181820077601,1.0484081447476208
0.050000000003462955,1.0485653805231006
0.05181818181007976,1.0487191253009682
0.05363636362306609,1.0488695573635378
0.055454545451254236,1.0490165146186325
0.05727272727175689,1.0491602266691595
0.0590909091032284,1.049300406367788
0.06090909092484566,1.0494372475093297
0.06272727273584325,1.0495704528907814
0.06454545456544764,1.0497001992805097
0.06636363635807846,1.0498262905628986
0.06818181816066021,1.0499487720024563
0.07000000000982265,1.0500676444048354
0.07181818183109753,1.0501827979311849
0.07363636363052986,1.0502943643367906
0.07545454544917213,1.050402138693849
0.07727272727681053,1.0505071340461742
0.07912997159253034,1.0506092605701718
0.08094815338936273,1.0507073518909658
0.0827272727026292,1.0508003986864085
0.08454545453406918,1.0508905071340775
0.08636363636461224,1.0509777510589362
0.08818181819481646,1.0510619981998839
0.09000000001694339,1.0511428774636462
0.0918181818423411,1.0512207508094047
0.09363636365784854,1.0512953177059203
0.09545454546286095,1.0513669134083754
0.09727272727199957,1.0514352574622472
0.09909090908584167,1.0515006562479026
0.10090909090470232,1.0515628375864312
0.10272727272681066,1.0516220902064568
0.10454545452518588,1.0516781429160424
0.1063636363458477,1.051731257168739
0.10818181819972325,1.0517812072025956
0.11000000000536335,1.051828191930663
0.11181818180399886,1.0518720439926796
0.11363636364187929,1.0519129070620585
0.11545454546133803,1.051950668142133
0.11727272727327887,1.0519854181975914
0.1190909090911624,1.0520171005332453
0.12090909090957981,1.0520457506453909
0.1227272727221651,1.0520713754237
0.12454545451973664,1.052093941712354
0.12636363635751985,1.0521135307785916
0.12818181820126842,1.052130023400235
0.1300000000140662,1.0521435891537612
0.13181818181815014,1.0521540798933096
0.1336363636269735,1.052161654000007
0.13545454545140967,1.0521661690148534
0.13727272727195783,1.052167783160671
0.1390909090971944,1.0521663502117808
0.1409090909404172,1.0521620351559635
0.14272727274171748,1.0521546805938864
0.14454545453156747,1.0521444654349335
0.14636363636658212,1.052131219640089
0.14818181816785037,1.0521151284758492
0.14999999996874677,1.0520960278776839
0.15181818180525478,1.0520740569793336
0.15363636363250965,1.0520491183882852
0.15545454545188955,1.0520213014333661
0.15727272727094355,1.051990542173024
0.15909090909914905,1.0519569035368472
0.16090909091617714,1.0519203418112153
0.16272727272806475,1.0518809026774911
0.16454545453150832,1.0518385559600247
0.16636363633751627,1.0517933351614996
0.16818181817160094,1.0517452195829828
0.17000000000148005,1.0516942337072477
0.17181818182181693,1.0516403635822418
0.17363636363691382,1.0515836267608976
0.17545454544802397,1.0515240143529931
0.17727272726883508,1.0514615382036534
0.1790909091041341,1.0513961931249607
0.18090909093782565,1.0513279862483589
0.18272727274262798,1.0512569149484963
0.18454545454107346,1.0511829824180388
0.18636363636144612,1.0511061876503227
0.18818181818211172,1.0510265302227113
0.19000000000256556,1.050944010153795
0.19181818183082533,1.0508586233670987
0.19363636365422449,1.0507703705067113
0.195454545465567,1.0506792437818306
0.1972727272767714,1.05058524371573
0.1990909090825741,1.0504883590817222
0.20090909089810546,1.0503885890502647
0.20272727271618413,1.0502859193042509
0.20454545454624046,1.050180346823289
0.20636363636956379,1.0500718541151746
0.20818181817118786,1.0499604351345764
0.2099999999845007,1.0498460691842983
0.21181818181455597,1.0497287463855756
0.2136363636366438,1.0496084423236756
0.2154545454494805,1.0494851425825626
0.21727272727183328,1.0493588188262195
0.21909090907571976,1.049229450641915
0.22090909088910754,1.049097005855841
0.2227272727380075,1.0489614563419274
0.2245454545629989,1.0488227662135818
0.2263636363654123,1.0486808974656174
0.2281818181824526,1.0485358104650788
0.22999999999778992,1.0483874555683328
0.23181818182145927,1.0482357865642935
0.2336363636457967,1.0480807414938442
0.23545454546400033,1.047922268446035
0.23727272727810847,1.0477602955246779
0.23873321527641883,1.047627555402434
0.23964230618444682,1.0475444312440385
0.24090909092233073,1.0474268151463892
0.2427272727322504,1.0472572854880917
0.24454545453020587,1.0470865053530698
0.2463636363738096,1.0469144740870724
0.24818181819769203,1.0467412101348212
0.24999999999672187,1.046566706935801
0.25181818181982657,1.0463909708333903
0.25363636363390263,1.046213988751745
0.25545454545007223,1.0460357546700723
0.25727272727573397,1.0458562490272172
0.25909090909263005,1.045675453122092
0.2609090909208788,1.0454933412425107
0.2627272727375044,1.0453098821397353
0.26454545454864953,1.045125043886061
0.26636363636598226,1.0449387838209518
0.2681818181802247,1.0447510637828004
0.2700000000051319,1.0445618318206016
0.2718181818241255,1.044371043762002
0.27363636363247756,1.0441786415102436
