"Points:0","Points:1","Points:2","T","T.liquid","T.vapor","U:0","U:1","U:2","alpha.liquid","alpha.liquid_0","alpha.vapor","alphas","dgdt.liquid","dgdt.vapor","p","p_rgh","rho"
0.5,0.114995,0,299.493,299.493,299.493,0.00316407,-0.000226792,0,8.13838e-39,8.10011e-39,1,1,0,-1.24119e-05,101326,101327,0.732443
0.5,0.116662,0.005,299.48,299.48,299.48,0.00399456,-0.000223594,0,1.79242e-37,1.78409e-37,1,1,0,-1.46664e-05,101326,101327,0.732474
0.5,0.116662,0,299.48,299.48,299.48,0.00399456,-0.000223594,0,1.79242e-37,1.78409e-37,1,1,0,-1.46664e-05,101326,101327,0.732474
0.5,0.118329,0.005,299.468,299.468,299.468,0.00475108,-0.000219415,0,3.38782e-36,3.37227e-36,1,1,0,-1.66914e-05,101326,101327,0.732503
0.5,0.118329,0,299.468,299.468,299.468,0.00475108,-0.000219415,0,3.38782e-36,3.37227e-36,1,1,0,-1.66914e-05,101326,101327,0.732503
0.5,0.119995,0.005,299.457,299.457,299.457,0.00543479,-0.000214325,0,5.44307e-35,5.41838e-35,1,1,0,-1.84845e-05,101326,101327,0.732532
0.5,0.119995,0,299.457,299.457,299.457,0.00543479,-0.000214325,0,5.44307e-35,5.41838e-35,1,1,0,-1.84845e-05,101326,101327,0.732532
0.5,0.121662,0.005,299.445,299.445,299.445,0.00604684,-0.000208397,0,7.34569e-34,7.31278e-34,1,1,0,-2.0048e-05,101326,101327,0.732559
0.5,0.121662,0,299.445,299.445,299.445,0.00604684,-0.000208397,0,7.34569e-34,7.31278e-34,1,1,0,-2.0048e-05,101326,101327,0.732559
0.5,0.123328,0.005,299.435,299.435,299.435,0.0065884,-0.000201702,0,8.20469e-33,8.16838e-33,1,1,0,-2.13755e-05,101326,101327,0.732585
0.5,0.123328,0,299.435,299.435,299.435,0.0065884,-0.000201702,0,8.20469e-33,8.16838e-33,1,1,0,-2.13755e-05,101326,101327,0.732585
0.5,0.124995,0.005,299.425,299.425,299.425,0.00706066,-0.000194314,0,7.44722e-32,7.41466e-32,1,1,0,-2.24821e-05,101326,101327,0.73261
0.5,0.124995,0,299.425,299.425,299.425,0.00706066,-0.000194314,0,7.44722e-32,7.41466e-32,1,1,0,-2.24821e-05,101326,101327,0.73261
